#jump up turn 0
580	50400	50	50413	50
##jump up turn 1
581	50401	50	50412	50
#jump up turn 2
582	50402	50	50411	50
#jump up turn 3
583	50403	50	50410	50
#die
900	51000	150	51001	150
#open right
600	51100	9999999
#open left
601	51110	9999999
#Brick
602	40001	100
#============== SMALL JASON =========
100	1000	100
101	1010	100
110	1100	100	1101	100	1102	100
111	1110	100	1111	100	1112	100
120	1200	100	1210	100
130	1300	100	1301	100
131	1310	100	1311	100
140	1100	100
141	1110	100
150	1100	100
151	1110	100
160	1400	150	1401	150	1402	150	1403	200	1404	400	1404	250
161	1410	150	1411	150	1412	150	1414	200	1414	400	1414	250
#============== BIG JASON =========
200	2000	100
201	2001	100
202	2002	100
203	2003	100
210	2100	100	2000	100	2101	100
211	2110	100	2001	100	2111	100
220	2200	100	2002	100	2201	100
221	2210	100	2003	100	2211	100
230	2300	100	2301	100	2302	150	2303	200
#==============BULLET=================
#small bullet sophia right
700	20001	200
#small bullet sophia left
701	20002	200
#small bullet sophia up
702	20003	200
#big bullet sophia right
703	20004	200
#big bullet sophia left
704	20005	200
#big bullet sophia up
705	20006	200
#bang
706	20007	50	20008	50	20009	50
#electric bullet sophia
707	20010	100	20011	100	20012	100	20013	100
#small jason bullet
710	20020	100
#Big jason bullet
711	20021	100
712	20022	100
713	20023	100
714	20024	100
#big jason bullet explose
715	20025	50	20026	50	20027	50
#White Bullet
720	20040	300
721	20041	300
#Red Bullet
722	20042	100
#Boss Bullet
723	20043	100
#big jason grenade
730	20030	50
#big jason garenade explose
731	20031	100
# health bar
800	80000	100
# health
801	80001	100
#hov null
802	80002	100
#Item 
#Power UP
300	30000	100
#Hover UP
301	30001	100
#Thunder
302	30002	100
#multi missle
303	30003	100
#homing missle
304	30004	100
##===============ENEMY================
# ==== ORB  =============
#walk left
921	70011	100
#walk right
922	70015	100
#turn
923	70012	50	70013	50	70014	50
# ==== WORM  ==============
#idle right
961	70052	100
#idle left
962	70054	100
#right
963	70051	100	70052	100
#left
964	70053	100	70054	100
#drop right
965	70052	100
#drop left
966	70054	100
# ==== FLOATER  ===========
#walk right
971	70061	100	70062	100
#walk left
972	70063	100	70064	100
# ==== SKULL  =============
#right
951	70042	100
#left
952	70043	100
#jump right
953	70041	100
#jump left
954	70044	100
# ==== DOME  ============
#right
941	70071	100	70072	100
#bottom
942	70073	100	70074	100
#left
943	70075	100	70076	100
#top
944	70077	100	70078	100
#idle
945	70073	100
#drop
946	70077	100
#drop
946	70078	100
#follow right
947	70076	100
#follow left
948	70072	100
# ==== JUMPER  ============
#right
911	70021	100	70023	100
#left
912	70024	100	70026	100
#jump right
913	70022	100
#jump left
914	70025	100
#idle 
915	70021	100
# ==== INSECT  ============
#right
931	70031	100	70032	100
#left
932	70033	100	70034	100
#jump right
933	70031	100
#jump left
934	70033	100
#idle
935	70033	100
# ==== MINE  ===========
#idle
981	70081	100
#CANNONS
#ngang
1800	690003	250	690001	250
#doc
1801	690002	250	690003	250
#TELEPORTERS
#dung yen
1810	690011	125	690012	25	690011	25	690012	25
#di chuyen
1811	690012	100	690012	100
##EYEBALLS
#DI CHUYEN
1820	690021	100	690023	100	690021	100	690023	100
#DUNG YEN
1821	690022	50	690021	150	690023	100	690021	100
################
1830	690031	999999
# ==== BOSS =============
1500	71000	200	71001	200	71002	200	71003	200
1501	71010	1000
1502	71011	1000
1503	71012	1000
1504	71013	1000
############ INTRO AND ENDSCENE
#Intro
1001	90502	300	90501	1500	90502	3000	90999	50	90004	35	90003	35	90002	35	90001	3000	90002	30	90003	30	90004	30	90999	40	90014	15	90013	15	90012	15	90011	3000	90012	30	90013	30	90014	30	90999	40	90024	15	90023	15	90022	15	90021	3000	90022	30	90023	30	90024	30	90999	40	90034	15	90033	15	90032	15	90031	2300	90035	2300	90036	3000	90037	30	90038	30	90039	30	90999	40	90043	15	90042	15	90041	15	90044	3000	90041	30	90042	30	90043	30	90999	40	90051	15	90052	15	90053	15	90054	3000	90053	30	90052	30	90051	30	90999	40	90061	15	90062	15	90063	15	90064	3000	90063	30	90062	30	90061	30	90999	40	90071	15	90072	15	90073	15	90074	3000	90073	30	90072	30	90071	30	90999	200	90501	1500	90999	200	90101	100	90102	100	90101	100	90102	100	90101	100	90102	100	90201	150	90202	140	90203	130	90204	120	90205	110	90206	100	90207	100	90208	120	90205	2000	90205	2000
# ==== ENDGAME  ========
#Endgame
1009	99102	1740	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100	99202	100	99102	100
1008	99101	1740	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100	99201	100	99101	100
#Endgame1
1020	99099	100
#HeadEnd
1010	99011	100	99012	100	99013	100
1011	99001	100000000
#Endgame3
1030	99301	1000000
1031	99302	1000000

1041	99401	1000000
1042	99402	1000000
1043	99403	1000000
1044	99404	1000000
1045	99405	1000000
1046	99406	1000000
1047	99407	1000000
1048	99408	1000000
1049	99409	1000000
1050	99410	1000000
1051	99411	1000000
1052	99412	1000000
1053	99413	1000000
1054	99414	1000000
1055	99415	1000000
# id	ani1	ani2	ani3
# id tuan theo define
[ANIMATION_SETS]
# SOPHIA JASON
#id    type	ani   state
#	
0	1	500	0	501	1	510	2	511	3	520	4	521	5	530	6	531	7	550	8	551	9	552	10	553	11	560	12	561	13	562	14	563	15	540	16	541	17	570	18	571	19	572	20	573	21	580	22	581	23	582	24	583	25	900	26	600	27	601	28
0	2	100	29	101	30	110	31	111	32	120	33	130	34	131	35	140	36	141	37	150	38	151	39	160	40	161	41
0	3	200	42	201	43	202	44	203	45	210	46	211	47	220	48	221	49	230	50
#=== BULLET ======
#JASON
#small +big bullet
4	4	700	0	701	1	702	2	703	4	704	5 	705	6	706	3	706	7
8	8	710	10	706	3
#big jason bullet
21	21	711	34	712	35	713	36	714	37	715	38
22	22	730	39	731	40
#HEATH
11	11	800	11
12	12	801	12
14	14	802	14
#ITEM
17	17	300	16	301	17	302	18
#ENEMY BULLET
24	24	710	46	706	3	722	86	722	87	722	88	722	89	723	119	720	74	721	75	722	120
#ORB1
18	18	921	20	922	21	923	22	923	23
#WORM
19	19	961	24	962	25	963	26	964	27	965	28	966	29
#FLOATER
20	20	971	30	972	31	971	32	972	33
#DOME
23	23	943	66	944	67	941	68	942	69	945	70	946	71	947	72	948	73
#JUMPER
25	25	911	48	912	49	913	50	914	51	915	52
#INSECT
26	26	931	53	932	54	933	55	934	56	935	57
#ORB2
27	27	922	58	921	59	923	60	923	61	923	62	706	63
#MINE
28	28	981	64
#SKULL
29	29	951	41	952	42	953	43	954	44	951	45
#TELEPORTER, EYEBALL BULLET
#30	30	
#MINE BULLET
31	31	710	76	710	77	710	78	710	79	706	3
#30	30	720	74	721	75	706	3
#CANON
32	32	1800	80	1801	81
#TELEPORTERS
33	33	1810	82	1811	83
#EYEBALLS
34	34	1820	84	1821	85
#INTRO
35	35	1001	90
#ENDSCENE
36	36	1008	91	1020	92	1009	93
37	37	1010	94	1011	95
38	38	1030	96	1031	97	1041	98	1042	99	1043	100	1044	101	1045	102	1046	103	1047	104	1048	105	1049	106	1050	107	1051	108	1052	109	1053	110	1054	111	1055	112
#BOSS
39	39	1500	113
40	40	1501	114
41	41	1502	115
42	42	1503	116
43	43	1504	117
[SWITCHSCENE]
#switch scene
100
